"type","language","license","rightsHolder","ownerInstitutionCode","eventID","parentEventID","samplingProtocol","sampleSizeValue","sampleSizeUnit","eventDate","eventTime","eventRemarks","continent","country","countryCode","county","locality","geodeticDatum","footprintWKT","dynamicProperties"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200520_09_K",202005,"Water Bird Count",59,"minutes","2020-05-20","09:13:00/10:12:00",,"Africa","Kenya","KE","Kilifi","Mida Primary","WGS84","LINESTRING (39.94973 -3.349118, 39.94977 -3.349097, 39.9498 -3.349073, 39.94984 -3.349036, 39.94995 -3.348906, 39.95001 -3.348818, 39.95008 -3.348741, 39.95012 -3.348671, 39.95013 -3.348648, 39.95032 -3.348146, 39.95033 -3.348134, 39.95046 -3.348106, 39.95166 -3.347503, 39.95169 -3.347487, 39.95177 -3.347458, 39.95292 -3.347206, 39.95294 -3.347188, 39.95299 -3.347199, 39.95394 -3.346849, 39.95414 -3.346803, 39.95478 -3.346618, 39.9549 -3.3464, 39.95493 -3.346348, 39.95504 -3.346708, 39.9557 -3.345256, 39.95571 -3.345106, 39.95572 -3.345027, 39.95574 -3.345014, 39.95576 -3.344976, 39.95576 -3.344924)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200520_10_JD",202005,"Water Bird Count",58,"minutes","2020-05-20","10:01:00/10:59:00",,"Africa","Kenya","KE","Kilifi","Simion","WGS84","LINESTRING (39.95508 -3.323821, 39.9551 -3.32383, 39.9551 -3.32383, 39.95553 -3.323369, 39.95669 -3.32256, 39.95734 -3.32215, 39.95779 -3.321823, 39.95843 -3.321766, 39.95937 -3.321827, 39.95963 -3.321819, 39.96035 -3.321697, 39.96064 -3.321467, 39.96086 -3.321346, 39.96095 -3.32129, 39.96179 -3.320674, 39.96248 -3.320265, 39.96379 -3.3219, 39.96414 -3.325942, 39.96424 -3.325975, 39.96429 -3.326028, 39.96431 -3.322965, 39.96456 -3.323314, 39.96509 -3.325027, 39.96517 -3.325834, 39.96533 -3.325787, 39.96537 -3.325775, 39.96537 -3.325792, 39.96541 -3.32521, 39.96568 -3.325569, 39.96578 -3.325631)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200520_08_JD",202005,"Water Bird Count",53,"minutes","2020-05-20","08:17:00/09:10:00",,"Africa","Kenya","KE","Kilifi","Mida Primary","WGS84","LINESTRING (39.93948 -3.341493, 39.94009 -3.340539, 39.94016 -3.341685, 39.9402 -3.341682, 39.94021 -3.341658, 39.94021 -3.341657, 39.94036 -3.341693, 39.94067 -3.339932, 39.94072 -3.339867, 39.94073 -3.339836, 39.94075 -3.339792, 39.94077 -3.339798, 39.94112 -3.339322, 39.94127 -3.341038, 39.9417 -3.338529, 39.94201 -3.338168, 39.9427 -3.337307, 39.94271 -3.337262, 39.94278 -3.337184, 39.94409 -3.335484, 39.94449 -3.334997, 39.94488 -3.334546, 39.94521 -3.334173, 39.94526 -3.334117, 39.94661 -3.332271, 39.94679 -3.332076, 39.94681 -3.332061, 39.94714 -3.331101)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200520_09_JD",202005,"Water Bird Count",51,"minutes","2020-05-20","09:10:00/10:01:00",,"Africa","Kenya","KE","Kilifi","Simion","WGS84","LINESTRING (39.94714 -3.331101, 39.94727 -3.330754, 39.94728 -3.330731, 39.94733 -3.330659, 39.94748 -3.330499, 39.94754 -3.330456, 39.94785 -3.330169, 39.9482 -3.329928, 39.94906 -3.32926, 39.9494 -3.328836, 39.95062 -3.327388, 39.9514 -3.326539, 39.95228 -3.325616, 39.95303 -3.325107, 39.95366 -3.324917, 39.95506 -3.323697, 39.95508 -3.323821)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200520_10_K",202005,"Water Bird Count",47,"minutes","2020-05-20","10:12:00/10:59:00",,"Africa","Kenya","KE","Kilifi","Mida Primary","WGS84","LINESTRING (39.94679 -3.33563, 39.94709 -3.336561, 39.94713 -3.335078, 39.94724 -3.336927, 39.94746 -3.335182, 39.94775 -3.338026, 39.94775 -3.338292, 39.94775 -3.338153, 39.94782 -3.33859, 39.94941 -3.335635, 39.94957 -3.335669, 39.95019 -3.337216, 39.95022 -3.338591, 39.95079 -3.339724, 39.95084 -3.339664, 39.95086 -3.33968, 39.95221 -3.340652, 39.95245 -3.340764, 39.95266 -3.34087, 39.95274 -3.340942, 39.9528 -3.341004, 39.9542 -3.341601, 39.95546 -3.34279, 39.95548 -3.342816, 39.95571 -3.345106, 39.95572 -3.345027, 39.95574 -3.345014, 39.95576 -3.344739, 39.95576 -3.344976, 39.95576 -3.344924, 39.95577 -3.344672, 39.95599 -3.34358)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200521_07_JD",202005,"Water Bird Count",66,"minutes","2020-05-21","07:09:00/08:15:00",,"Africa","Kenya","KE","Kilifi","Bandacho","WGS84","LINESTRING (39.96091 -3.302073, 39.96092 -3.30802, 39.96092 -3.302098, 39.96095 -3.302085, 39.96099 -3.308404, 39.961 -3.308206, 39.96113 -3.307545, 39.96117 -3.309123, 39.96131 -3.30739, 39.96131 -3.307406, 39.96132 -3.307377, 39.96185 -3.304504, 39.96185 -3.304656, 39.96198 -3.306143, 39.96227 -3.309976, 39.96234 -3.310091, 39.96236 -3.310126, 39.96247 -3.310523, 39.96247 -3.310522, 39.96248 -3.310506, 39.96248 -3.310495, 39.96248 -3.310486, 39.96249 -3.310474, 39.96249 -3.310536, 39.96254 -3.310624, 39.96257 -3.310726, 39.96259 -3.310762, 39.96263 -3.310862)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200521_08_JD",202005,"Water Bird Count",66,"minutes","2020-05-21","08:15:00/09:21:00",,"Africa","Kenya","KE","Kilifi","Bandacho","WGS84","LINESTRING (39.95946 -3.297221, 39.95978 -3.296212, 39.96019 -3.299794, 39.96021 -3.300085, 39.9607 -3.300487, 39.96073 -3.300691, 39.96074 -3.300177, 39.96075 -3.300169, 39.96077 -3.300138, 39.9608 -3.300115, 39.96082 -3.301008, 39.96082 -3.299996, 39.96083 -3.299921, 39.96085 -3.299932, 39.96086 -3.30007, 39.96088 -3.301121, 39.96089 -3.301094, 39.96095 -3.301153, 39.96095 -3.302085, 39.96096 -3.301167, 39.96098 -3.301311, 39.96098 -3.301376, 39.96098 -3.301396, 39.9622 -3.296892, 39.96289 -3.298604, 39.96398 -3.301642, 39.96429 -3.302612, 39.96454 -3.303099, 39.96454 -3.303192)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200521_09_JD",202005,"Water Bird Count",66,"minutes","2020-05-21","09:21:00/10:27:00",,"Africa","Kenya","KE","Kilifi","Bandacho","WGS84","LINESTRING (39.96454 -3.303099, 39.96454 -3.303192, 39.96456 -3.303263, 39.96459 -3.303343, 39.96463 -3.303509, 39.96464 -3.303501, 39.96464 -3.303568, 39.96465 -3.30359, 39.96466 -3.303652, 39.96474 -3.303837, 39.96486 -3.304212, 39.96504 -3.304865, 39.96561 -3.306355, 39.9657 -3.306698, 39.96659 -3.309439, 39.96682 -3.310051, 39.96757 -3.312373, 39.96777 -3.312879, 39.9681 -3.313884, 39.96874 -3.316061, 39.96909 -3.316812, 39.97007 -3.319437, 39.97123 -3.321311, 39.97168 -3.32219, 39.97183 -3.321973, 39.97183 -3.321993, 39.97185 -3.321966, 39.97192 -3.322493)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200521_06_JD",202005,"Water Bird Count",61,"minutes","2020-05-21","06:08:00/07:09:00",,"Africa","Kenya","KE","Kilifi","Bandacho","WGS84","LINESTRING (39.96249 -3.318993, 39.96257 -3.310726, 39.96259 -3.310762, 39.96263 -3.310862, 39.96288 -3.313484, 39.96289 -3.313854, 39.96294 -3.315002, 39.96296 -3.315555, 39.96308 -3.316605, 39.96309 -3.320282, 39.96325 -3.3206, 39.96337 -3.320853, 39.96341 -3.320951, 39.96346 -3.318266, 39.9635 -3.32124, 39.96359 -3.321737, 39.9637 -3.318017, 39.96371 -3.317886, 39.96371 -3.317885, 39.96403 -3.322306, 39.96405 -3.32235, 39.96406 -3.322352, 39.96408 -3.322456, 39.96482 -3.323537, 39.96511 -3.323822, 39.96548 -3.325539, 39.96549 -3.32554, 39.96549 -3.32554, 39.9655 -3.32555, 39.96562 -3.324178, 39.96573 -3.324248, 39.96582 -3.324338, 39.96621 -3.324948, 39.96625 -3.325057)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202005_20200521_10_JD",202005,"Water Bird Count",56,"minutes","2020-05-21","10:27:00/11:23:00",,"Africa","Kenya","KE","Kilifi","Bin Hare","WGS84","LINESTRING (39.96526 -3.325835, 39.96528 -3.325781, 39.96538 -3.325802, 39.96579 -3.325617, 39.96645 -3.324868, 39.96702 -3.325063, 39.96709 -3.325038, 39.96793 -3.324644, 39.96805 -3.324622, 39.96818 -3.324593, 39.96854 -3.324443, 39.9686 -3.324423, 39.96903 -3.324202, 39.97001 -3.323885, 39.97189 -3.322783, 39.97192 -3.322493, 39.97223 -3.322574, 39.97267 -3.322491, 39.97303 -3.322348, 39.97308 -3.32234, 39.97313 -3.322312, 39.97404 -3.322028, 39.97472 -3.321847, 39.97489 -3.321757, 39.97492 -3.321777, 39.97494 -3.321794, 39.97574 -3.321473, 39.97579 -3.321395, 39.97579 -3.321384)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202006_20200525_07_JD",202006,"Water Bird Count",52,"minutes","2020-05-25","07:19:00/08:21:00","rain 10 min stop","Africa","Kenya","KE","Kilifi","Kirepwe Island","WGS84","LINESTRING (39.9715 -3.34105, 39.97169 -3.341197, 39.97172 -3.341246, 39.97201 -3.341445, 39.97211 -3.341538, 39.97218 -3.341532, 39.97218 -3.341553, 39.9722 -3.341565, 39.97244 -3.341568, 39.97253 -3.3417, 39.9733 -3.342599, 39.97331 -3.342612, 39.97333 -3.342619, 39.97333 -3.342585, 39.97333 -3.342585, 39.97413 -3.343504, 39.97423 -3.343743, 39.97426 -3.343947, 39.97426 -3.343944, 39.97426 -3.343942, 39.97427 -3.344998, 39.97427 -3.343924, 39.97428 -3.345, 39.97429 -3.344959, 39.97429 -3.34433, 39.9743 -3.344348, 39.9743 -3.344991, 39.97431 -3.344972, 39.97432 -3.344112, 39.97438 -3.344902, 39.97438 -3.345006, 39.9744 -3.344235, 39.97444 -3.34474, 39.97447 -3.344715, 39.97448 -3.345629)","{gap: ""10"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202006_20200525_09_JD",202006,"Water Bird Count",43,"minutes","2020-05-25","09:21:00/10:24:00","rain for 20 minutes","Africa","Kenya","KE","Kilifi","Kirepwe Island","WGS84","LINESTRING (39.96589 -3.345967, 39.96824 -3.348322, 39.96827 -3.348332, 39.97016 -3.346612, 39.97025 -3.346419, 39.97078 -3.346212, 39.97085 -3.3462, 39.97091 -3.346199, 39.97097 -3.346248, 39.97117 -3.346295, 39.97138 -3.347765, 39.97138 -3.346354, 39.97143 -3.347962, 39.97143 -3.346642, 39.97143 -3.346408, 39.97144 -3.348397, 39.97145 -3.347091, 39.97146 -3.348339, 39.97151 -3.348228)","{gap: ""20"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202006_20200525_08_JD",202006,"Water Bird Count",60,"minutes","2020-05-25","08:21:00/09:21:00",,"Africa","Kenya","KE","Kilifi","Kirepwe Island","WGS84","LINESTRING (39.96996 -3.351798, 39.97119 -3.351968, 39.97144 -3.348397, 39.97146 -3.348339, 39.97303 -3.351416, 39.97418 -3.351175, 39.97432 -3.351044, 39.97437 -3.351014, 39.97439 -3.350992, 39.97448 -3.345629, 39.97449 -3.345645, 39.9745 -3.345672, 39.97453 -3.345712, 39.97455 -3.345825, 39.97461 -3.346015, 39.97461 -3.346232, 39.97462 -3.346053, 39.97463 -3.346108, 39.97464 -3.346312, 39.97466 -3.346498, 39.97466 -3.346363, 39.97467 -3.34686, 39.97474 -3.346853, 39.97503 -3.348335, 39.97505 -3.350628, 39.97516 -3.350596)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202006_20200526_07_JD",202006,"Water Bird Count",40,"minutes","2020-05-26","07:10:00/08:00:00","first 10 minute stop because of rain","Africa","Kenya","KE","Kilifi","Bin Hare","WGS84","LINESTRING (39.97342 -3.314692, 39.97388 -3.314557, 39.97449 -3.314583, 39.97531 -3.31447, 39.97545 -3.314488, 39.97793 -3.314344, 39.97807 -3.3143, 39.98064 -3.314094, 39.98222 -3.313961, 39.98228 -3.313939, 39.9838 -3.313813, 39.98716 -3.313398, 39.98927 -3.313003, 39.9935 -3.312496, 39.99572 -3.312258)","{gap: ""10"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202006_20200526_06_JD",202006,"Water Bird Count",71,"minutes","2020-05-26","05:59:00/07:10:00",,"Africa","Kenya","KE","Kilifi","Bandacho","WGS84","LINESTRING (39.9655 -3.325547, 39.9655 -3.325528, 39.96552 -3.325528, 39.96556 -3.325514, 39.96568 -3.325426, 39.96592 -3.324085, 39.96593 -3.324806, 39.96594 -3.324988, 39.96595 -3.32498, 39.96595 -3.324978, 39.96597 -3.323863, 39.96607 -3.323654, 39.9661 -3.323608, 39.96696 -3.322976, 39.96736 -3.322812, 39.96756 -3.322758, 39.96766 -3.322309, 39.96769 -3.322312, 39.96777 -3.322349, 39.96783 -3.322522, 39.96786 -3.32253, 39.96816 -3.321824, 39.96831 -3.321608, 39.96839 -3.321529, 39.96857 -3.32001, 39.9686 -3.319634, 39.96864 -3.320014, 39.96917 -3.316061, 39.96951 -3.31594, 39.96968 -3.318462, 39.96981 -3.318928, 39.96981 -3.315757, 39.97015 -3.315581, 39.97045 -3.315446, 39.97067 -3.315343, 39.97102 -3.315196, 39.97114 -3.315141, 39.97115 -3.315141, 39.97148 -3.315043, 39.97216 -3.314896, 39.97216 -3.314895, 39.97236 -3.314833, 39.97261 -3.31484, 39.97272 -3.314798, 39.97284 -3.314814, 39.9734 -3.314718, 39.9734 -3.3147, 39.9734 -3.314711, 39.97342 -3.314692, 39.97348 -3.314657)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202006_20200526_08_JD",202006,"Water Bird Count",61,"minutes","2020-05-26","08:00:00/09:01:00",,"Africa","Kenya","KE","Kilifi","Magastone","WGS84","LINESTRING (39.98396 -3.320988, 39.98396 -3.320999, 39.98407 -3.320948, 39.98407 -3.320926, 39.98487 -3.320637, 39.98498 -3.32062, 39.98665 -3.320285, 39.98669 -3.320238, 39.98671 -3.32021, 39.98721 -3.319027, 39.9873 -3.318921, 39.98743 -3.318773, 39.98821 -3.317905, 39.98821 -3.317914, 39.98894 -3.316787, 39.98956 -3.31639, 39.98973 -3.316454, 39.98992 -3.31641, 39.9915 -3.316115, 39.99177 -3.316067, 39.99317 -3.315826, 39.99572 -3.312258, 39.99609 -3.312206, 39.99667 -3.312186, 39.99677 -3.3122, 39.99686 -3.313941, 39.99686 -3.31215, 39.99694 -3.312129, 39.99701 -3.312125, 39.99704 -3.313826, 39.99735 -3.313757, 39.99755 -3.312098, 39.99762 -3.312057, 39.99833 -3.313442, 39.99848 -3.313467, 39.9987 -3.311992, 39.99873 -3.311985, 39.99876 -3.311961, 39.99877 -3.313485, 39.99907 -3.312047, 39.99918 -3.312477)","{gap: ""0"", }"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/legalcode","A Rocha Kenya","ARK","202006_20200526_09_JD",202006,"Water Bird Count",59,"minutes","2020-05-26","09:01:00/10:00:00",,"Africa","Kenya","KE","Kilifi","Bin Hare","WGS84","LINESTRING (39.97029 -3.323763, 39.97187 -3.322556, 39.97407 -3.322006, 39.97457 -3.321872, 39.97503 -3.321741, 39.9757 -3.321469, 39.97625 -3.321197, 39.97703 -3.320938, 39.97725 -3.320905, 39.97731 -3.320902, 39.97868 -3.320803, 39.97949 -3.320903, 39.98044 -3.320846, 39.98066 -3.320896, 39.98151 -3.320919, 39.98197 -3.320925, 39.98308 -3.321003, 39.98381 -3.320957, 39.98381 -3.320956, 39.98382 -3.320964, 39.98396 -3.320988, 39.98396 -3.320999)","{gap: ""0"", }"
