Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Nest count,Nest count type,Nest site,At colony,Colony type,Colony description,ISO date
Striped Kingfisher,Halcyon chelicuti,403,2020-07-09,10:01,Heard,-3.359936,39.913043,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:01:41.021+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-09,10:01,Heard,-3.359949,39.913138,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:01:56.327+0300
Common Bulbul,Pycnonotus barbatus tricolor,545,2020-07-09,10:02,Seen,-3.35989,39.913436,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:02:46.554+0300
House Crow,Corvus splendens,989,2020-07-09,10:03,Seen,-3.359898,39.913587,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:03:11.505+0300
Bronze Mannikin,Spermestes cucullata,823,2020-07-09,10:03,Heard,-3.359877,39.913748,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:03:48.556+0300
Emerald-spotted Wood Dove,Turtur chalcospilos,321,2020-07-09,10:04,Seen,-3.359841,39.913849,,1,false,Alive,10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:04:06.113+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-09,10:04,Seen,-3.359763,39.913887,,1,false,Alive,9,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:04:19.579+0300
Common Drongo,Dicrurus adsimilis,517,2020-07-09,10:04,Seen,-3.359688,39.91386,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:04:33.625+0300
Tawny-flanked Prinia,Prinia subflava,649,2020-07-09,10:04,Seen,-3.359516,39.913821,,1,false,Alive,10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:04:57.418+0300
Collared Sunbird,Hedydipna collaris,771,2020-07-09,10:10,Heard,-3.359214,39.915929,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:10:48.616+0300
Purple-banded Sunbird,Cinnyris bifasciatus,756,2020-07-09,10:12,Seen,-3.359197,39.916262,,1,false,Alive,10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:12:04.624+0300
Winding Cisticola,Cisticola galactotes luapula,3138,2020-07-09,10:18,Seen,-3.360579,39.917459,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:18:50.300+0300
White-browed Coucal,Centropus superciliosus burchellii/fasciipygialis,4131,2020-07-09,10:19,Heard,-3.360728,39.917449,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:19:14.788+0300
Village Weaver,Ploceus cucullatus,797,2020-07-09,10:20,Seen,-3.361177,39.917502,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:20:34.393+0300
Amethyst Sunbird,Chalcomitra amethystina,772,2020-07-09,10:23,Heard,-3.361453,39.917525,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:23:19.141+0300
White-browed Robin Chat,Cossypha heuglini,580,2020-07-09,10:24,Heard,-3.361175,39.917536,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:24:05.892+0300
Pale Flycatcher,Bradornis pallidus,662,2020-07-09,10:28,Seen,-3.361196,39.919136,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:28:54.471+0300
Unidentified,Unidentified,0,2020-07-09,10:29,Seen,-3.361406,39.919176,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:29:33.815+0300
